UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
24620,10/12/2016 12:00:00 AM,06:50:20,29.29,46,30.46,91,152.83,6.75,22560,64920
24927,10/12/2016 12:00:00 AM,06:55:27,52.6,46,30.46,88,150.31,7.87,22560,64920
25221,10/12/2016 12:00:00 AM,07:00:21,44.12,47,30.46,92,173.35,7.87,22560,64920
25524,10/12/2016 12:00:00 AM,07:05:24,37.32,48,30.46,94,166.02,10.12,22560,64920
25820,10/12/2016 12:00:00 AM,07:10:20,113.98,48,30.46,94,177.5,9.0,22560,64920
26122,10/12/2016 12:00:00 AM,07:15:22,66.97,49,30.47,95,141.69,6.75,22560,64920
26424,10/12/2016 12:00:00 AM,07:20:24,148.16,49,30.46,96,166.62,10.12,22560,64920
26721,10/12/2016 12:00:00 AM,07:25:21,277.37,50,30.47,96,144.96,10.12,22560,64920
27021,10/12/2016 12:00:00 AM,07:30:21,259.77,50,30.47,95,156.33,6.75,22560,64920
27324,10/12/2016 12:00:00 AM,07:35:24,128.9,51,30.47,95,147.37,9.0,22560,64920
27623,10/12/2016 12:00:00 AM,07:40:23,362.43,51,30.47,94,162.19,9.0,22560,64920
27921,10/12/2016 12:00:00 AM,07:45:21,372.79,52,30.47,94,154.87,6.75,22560,64920
28222,10/12/2016 12:00:00 AM,07:50:22,395.68,53,30.47,93,135.34,7.87,22560,64920
28521,10/12/2016 12:00:00 AM,07:55:21,160.23,54,30.47,92,161.93,7.87,22560,64920
28821,10/12/2016 12:00:00 AM,08:00:21,206.02,54,30.47,93,83.06,4.5,22560,64920
29124,10/12/2016 12:00:00 AM,08:05:24,469.08,54,30.47,94,132.21,4.5,22560,64920
29421,10/12/2016 12:00:00 AM,08:10:21,396.91,55,30.47,92,131.4,3.37,22560,64920
29723,10/12/2016 12:00:00 AM,08:15:23,333.46,55,30.47,91,152.68,6.75,22560,64920
30023,10/12/2016 12:00:00 AM,08:20:23,306.36,55,30.48,91,138.6,9.0,22560,64920
30321,10/12/2016 12:00:00 AM,08:25:21,277.81,56,30.48,92,76.42,3.37,22560,64920
30623,10/12/2016 12:00:00 AM,08:30:23,266.01,55,30.48,94,84.11,4.5,22560,64920
30921,10/12/2016 12:00:00 AM,08:35:21,275.74,55,30.48,95,93.27,5.62,22560,64920
31219,10/12/2016 12:00:00 AM,08:40:19,774.37,55,30.48,96,98.34,4.5,22560,64920
31519,10/12/2016 12:00:00 AM,08:45:19,353.02,55,30.48,97,118.89,3.37,22560,64920
31820,10/12/2016 12:00:00 AM,08:50:20,684.04,55,30.48,96,112.43,7.87,22560,64920
32124,10/12/2016 12:00:00 AM,08:55:24,323.92,56,30.48,95,66.75,4.5,22560,64920
32421,10/12/2016 12:00:00 AM,09:00:21,585.68,56,30.48,94,120.39,10.12,22560,64920
32722,10/12/2016 12:00:00 AM,09:05:22,493.43,56,30.48,94,34.94,6.75,22560,64920
33022,10/12/2016 12:00:00 AM,09:10:22,673.13,56,30.48,93,79.24,7.87,22560,64920
33321,10/12/2016 12:00:00 AM,09:15:21,540.05,57,30.48,91,87.06,3.37,22560,64920
33622,10/12/2016 12:00:00 AM,09:20:22,729.05,57,30.48,91,72.98,2.25,22560,64920
33921,10/12/2016 12:00:00 AM,09:25:21,582.76,58,30.48,87,112.31,5.62,22560,64920
34225,10/12/2016 12:00:00 AM,09:30:25,769.4,59,30.48,86,84.7,5.62,22560,64920
34524,10/12/2016 12:00:00 AM,09:35:24,764.08,59,30.48,83,45.46,4.5,22560,64920
34820,10/12/2016 12:00:00 AM,09:40:20,815.57,59,30.48,81,128.97,7.87,22560,64920
35119,10/12/2016 12:00:00 AM,09:45:19,803.76,59,30.48,79,84.62,6.75,22560,64920
35419,10/12/2016 12:00:00 AM,09:50:19,805.52,60,30.48,77,86.36,2.25,22560,64920
35723,10/12/2016 12:00:00 AM,09:55:23,835.95,60,30.48,77,76.47,5.62,22560,64920
36019,10/12/2016 12:00:00 AM,10:00:19,853.58,60,30.48,79,41.61,3.37,22560,64920
36325,10/12/2016 12:00:00 AM,10:05:25,554.43,59,30.48,81,94.07,4.5,22560,64920
36625,10/12/2016 12:00:00 AM,10:10:25,871.32,59,30.49,83,57.96,4.5,22560,64920
36926,10/12/2016 12:00:00 AM,10:15:26,871.49,59,30.48,79,359.92,6.75,22560,64920
37220,10/12/2016 12:00:00 AM,10:20:20,881.91,59,30.48,79,87.84,7.87,22560,64920
37520,10/12/2016 12:00:00 AM,10:25:20,901.63,60,30.48,77,47.0,5.62,22560,64920
37822,10/12/2016 12:00:00 AM,10:30:22,1023.96,60,30.48,79,148.61,12.37,22560,64920
38125,10/12/2016 12:00:00 AM,10:35:25,957.37,60,30.48,81,25.08,12.37,22560,64920
38421,10/12/2016 12:00:00 AM,10:40:21,923.97,60,30.48,79,97.45,2.25,22560,64920
38726,10/12/2016 12:00:00 AM,10:45:26,988.19,60,30.48,75,72.29,5.62,22560,64920
39022,10/12/2016 12:00:00 AM,10:50:22,1014.2,60,30.48,71,95.4,7.87,22560,64920
39321,10/12/2016 12:00:00 AM,10:55:21,529.59,61,30.48,78,14.05,11.25,22560,64920
39621,10/12/2016 12:00:00 AM,11:00:21,970.47,59,30.48,81,57.16,11.25,22560,64920
39921,10/12/2016 12:00:00 AM,11:05:21,685.91,59,30.47,79,76.64,7.87,22560,64920
40222,10/12/2016 12:00:00 AM,11:10:22,1053.1,60,30.47,79,85.64,10.12,22560,64920
40524,10/12/2016 12:00:00 AM,11:15:24,668.2,60,30.47,77,40.22,4.5,22560,64920
40823,10/12/2016 12:00:00 AM,11:20:23,574.34,61,30.47,77,104.42,9.0,22560,64920
41122,10/12/2016 12:00:00 AM,11:25:22,518.69,62,30.47,82,44.87,5.62,22560,64920
41418,10/12/2016 12:00:00 AM,11:30:18,453.08,60,30.47,85,16.46,6.75,22560,64920
41720,10/12/2016 12:00:00 AM,11:35:20,890.61,60,30.47,85,32.81,11.25,22560,64920
42022,10/12/2016 12:00:00 AM,11:40:22,368.44,60,30.46,86,75.59,13.5,22560,64920
42320,10/12/2016 12:00:00 AM,11:45:20,1177.46,59,30.46,91,27.4,10.12,22560,64920
42621,10/12/2016 12:00:00 AM,11:50:21,1298.72,59,30.46,89,125.05,9.0,22560,64920
42924,10/12/2016 12:00:00 AM,11:55:24,561.59,59,30.46,92,38.56,9.0,22560,64920
43219,10/12/2016 12:00:00 AM,12:00:19,648.53,58,30.46,95,49.51,9.0,22560,64920
43526,10/12/2016 12:00:00 AM,12:05:26,493.69,58,30.46,96,127.37,5.62,22560,64920
43819,10/12/2016 12:00:00 AM,12:10:19,548.2,58,30.46,97,25.15,9.0,22560,64920
44121,10/12/2016 12:00:00 AM,12:15:21,903.74,57,30.46,96,60.29,3.37,22560,64920
44420,10/12/2016 12:00:00 AM,12:20:20,668.39,57,30.46,96,82.65,9.0,22560,64920
44720,10/12/2016 12:00:00 AM,12:25:20,1259.23,57,30.46,95,323.55,3.37,22560,64920
45027,10/12/2016 12:00:00 AM,12:30:27,569.9,58,30.45,94,336.4,5.62,22560,64920
45323,10/12/2016 12:00:00 AM,12:35:23,485.01,59,30.45,94,27.02,9.0,22560,64920
45623,10/12/2016 12:00:00 AM,12:40:23,1349.59,58,30.45,91,48.67,9.0,22560,64920
45920,10/12/2016 12:00:00 AM,12:45:20,508.44,58,30.45,90,39.1,5.62,22560,64920
46224,10/12/2016 12:00:00 AM,12:50:24,1145.23,58,30.45,92,29.42,4.5,22560,64920
46522,10/12/2016 12:00:00 AM,12:55:22,1022.83,58,30.45,90,31.04,2.25,22560,64920
46824,10/12/2016 12:00:00 AM,13:00:24,872.82,58,30.45,90,69.44,7.87,22560,64920
47121,10/12/2016 12:00:00 AM,13:05:21,983.56,59,30.45,87,83.79,6.75,22560,64920
47422,10/12/2016 12:00:00 AM,13:10:22,1030.39,59,30.45,82,65.91,13.5,22560,64920
47721,10/12/2016 12:00:00 AM,13:15:21,597.9,60,30.45,84,29.01,5.62,22560,64920
48021,10/12/2016 12:00:00 AM,13:20:21,513.66,60,30.44,87,0.46,5.62,22560,64920
48323,10/12/2016 12:00:00 AM,13:25:23,713.05,59,30.44,91,54.6,12.37,22560,64920
48625,10/12/2016 12:00:00 AM,13:30:25,1257.61,59,30.44,89,61.87,4.5,22560,64920
48919,10/12/2016 12:00:00 AM,13:35:19,955.75,59,30.44,86,107.92,4.5,22560,64920
49222,10/12/2016 12:00:00 AM,13:40:22,948.68,60,30.44,85,63.41,7.87,22560,64920
49525,10/12/2016 12:00:00 AM,13:45:25,1030.65,60,30.44,85,99.6,4.5,22560,64920
49820,10/12/2016 12:00:00 AM,13:50:20,1180.9,60,30.43,84,24.92,5.62,22560,64920
50124,10/12/2016 12:00:00 AM,13:55:24,966.22,60,30.43,85,95.08,11.25,22560,64920
50421,10/12/2016 12:00:00 AM,14:00:21,714.08,60,30.43,86,33.69,4.5,22560,64920
50720,10/12/2016 12:00:00 AM,14:05:20,935.46,60,30.43,86,78.21,3.37,22560,64920
51025,10/12/2016 12:00:00 AM,14:10:25,890.23,60,30.43,85,8.53,11.25,22560,64920
51325,10/12/2016 12:00:00 AM,14:15:25,866.65,60,30.43,78,29.6,7.87,22560,64920
51622,10/12/2016 12:00:00 AM,14:20:22,833.33,60,30.43,84,15.21,6.75,22560,64920
51920,10/12/2016 12:00:00 AM,14:25:20,822.86,60,30.43,83,10.43,4.5,22560,64920
52224,10/12/2016 12:00:00 AM,14:30:24,817.34,60,30.43,78,31.71,2.25,22560,64920
52524,10/12/2016 12:00:00 AM,14:35:24,867.0,60,30.43,82,23.38,6.75,22560,64920
52821,10/12/2016 12:00:00 AM,14:40:21,782.6,60,30.43,81,73.62,9.0,22560,64920
53123,10/12/2016 12:00:00 AM,14:45:23,817.24,60,30.43,80,35.66,9.0,22560,64920
53422,10/12/2016 12:00:00 AM,14:50:22,839.88,60,30.43,82,359.93,4.5,22560,64920
53722,10/12/2016 12:00:00 AM,14:55:22,726.09,60,30.43,79,79.29,7.87,22560,64920
54026,10/12/2016 12:00:00 AM,15:00:26,739.73,60,30.43,81,9.06,11.25,22560,64920
54319,10/12/2016 12:00:00 AM,15:05:19,703.48,60,30.43,81,350.49,5.62,22560,64920
54619,10/12/2016 12:00:00 AM,15:10:19,718.99,60,30.43,78,112.75,5.62,22560,64920
54919,10/12/2016 12:00:00 AM,15:15:19,531.91,60,30.43,81,70.4,13.5,22560,64920
55221,10/12/2016 12:00:00 AM,15:20:21,637.9,59,30.43,79,17.82,4.5,22560,64920
55520,10/12/2016 12:00:00 AM,15:25:20,618.52,59,30.43,74,46.85,9.0,22560,64920
55823,10/12/2016 12:00:00 AM,15:30:23,598.88,59,30.43,75,60.73,4.5,22560,64920
56120,10/12/2016 12:00:00 AM,15:35:20,581.09,60,30.43,71,192.95,4.5,22560,64920
56420,10/12/2016 12:00:00 AM,15:40:20,561.4,60,30.43,77,131.0,5.62,22560,64920
56722,10/12/2016 12:00:00 AM,15:45:22,547.17,60,30.43,80,41.92,5.62,22560,64920
57018,10/12/2016 12:00:00 AM,15:50:18,395.9,59,30.44,82,5.8,12.37,22560,64920
57323,10/12/2016 12:00:00 AM,15:55:23,370.97,59,30.44,84,117.39,4.5,22560,64920
57621,10/12/2016 12:00:00 AM,16:00:21,261.69,59,30.44,86,28.75,3.37,22560,64920
57923,10/12/2016 12:00:00 AM,16:05:23,314.48,58,30.44,86,0.11,3.37,22560,64920
58224,10/12/2016 12:00:00 AM,16:10:24,384.58,58,30.44,86,50.05,2.25,22560,64920
58521,10/12/2016 12:00:00 AM,16:15:21,464.46,58,30.44,86,69.78,3.37,22560,64920
58825,10/12/2016 12:00:00 AM,16:20:25,414.01,58,30.44,84,50.81,4.5,22560,64920
59120,10/12/2016 12:00:00 AM,16:25:20,386.27,58,30.44,85,73.68,6.75,22560,64920
59422,10/12/2016 12:00:00 AM,16:30:22,362.99,58,30.43,83,81.35,4.5,22560,64920
59722,10/12/2016 12:00:00 AM,16:35:22,346.66,57,30.43,85,73.14,10.12,22560,64920
60021,10/12/2016 12:00:00 AM,16:40:21,317.89,58,30.43,82,16.32,2.25,22560,64920
60322,10/12/2016 12:00:00 AM,16:45:22,293.51,58,30.43,83,58.69,10.12,22560,64920
60621,10/12/2016 12:00:00 AM,16:50:21,265.95,58,30.44,80,61.49,5.62,22560,64920
60920,10/12/2016 12:00:00 AM,16:55:20,236.68,58,30.43,82,78.23,6.75,22560,64920
61221,10/12/2016 12:00:00 AM,17:00:21,208.51,58,30.44,80,72.68,9.0,22560,64920
61525,10/12/2016 12:00:00 AM,17:05:25,179.08,58,30.44,81,169.19,3.37,22560,64920
61820,10/12/2016 12:00:00 AM,17:10:20,152.62,58,30.44,80,31.48,3.37,22560,64920
62124,10/12/2016 12:00:00 AM,17:15:24,126.22,58,30.44,66,100.4,6.75,22560,64920
62424,10/12/2016 12:00:00 AM,17:20:24,101.43,58,30.44,63,79.03,4.5,22560,64920
62719,10/12/2016 12:00:00 AM,17:25:19,79.73,58,30.44,50,176.17,9.0,22560,64920
63024,10/12/2016 12:00:00 AM,17:30:24,58.26,59,30.44,52,93.31,1.12,22560,64920
63321,10/12/2016 12:00:00 AM,17:35:21,41.04,59,30.44,45,49.35,3.37,22560,64920
63625,10/12/2016 12:00:00 AM,17:40:25,28.35,59,30.45,42,167.42,4.5,22560,64920
63923,10/12/2016 12:00:00 AM,17:45:23,23.24,59,30.45,37,127.98,9.0,22560,64920
64220,10/12/2016 12:00:00 AM,17:50:20,13.0,58,30.45,39,114.44,9.0,22560,64920
64522,10/12/2016 12:00:00 AM,17:55:22,8.73,58,30.45,40,129.88,12.37,22560,64920
64819,10/12/2016 12:00:00 AM,18:00:19,6.31,57,30.45,42,123.27,12.37,22560,64920
65121,10/12/2016 12:00:00 AM,18:05:21,4.0,57,30.45,44,124.91,10.12,22560,64920
65421,10/12/2016 12:00:00 AM,18:10:21,2.04,56,30.45,43,122.95,9.0,22560,64920
65721,10/12/2016 12:00:00 AM,18:15:21,1.26,56,30.45,42,124.74,9.0,22560,64920
66022,10/12/2016 12:00:00 AM,18:20:22,1.25,56,30.45,40,128.07,9.0,22560,64920
66320,10/12/2016 12:00:00 AM,18:25:20,1.27,56,30.45,37,116.35,14.62,22560,64920
66624,10/12/2016 12:00:00 AM,18:30:24,1.23,56,30.45,36,139.7,4.5,22560,64920
66919,10/12/2016 12:00:00 AM,18:35:19,1.26,56,30.46,33,176.77,6.75,22560,64920
67220,10/12/2016 12:00:00 AM,18:40:20,1.28,55,30.46,34,159.99,9.0,22560,64920
67522,10/12/2016 12:00:00 AM,18:45:22,1.26,55,30.46,33,130.95,13.5,22560,64920
67821,10/12/2016 12:00:00 AM,18:50:21,1.26,55,30.46,33,94.61,9.0,22560,64920
68120,10/12/2016 12:00:00 AM,18:55:20,1.25,55,30.46,33,162.22,4.5,22560,64920
68419,10/12/2016 12:00:00 AM,19:00:19,1.25,55,30.46,34,186.09,4.5,22560,64920
68725,10/12/2016 12:00:00 AM,19:05:25,1.26,55,30.46,33,186.9,6.75,22560,64920
69024,10/12/2016 12:00:00 AM,19:10:24,1.24,55,30.46,33,165.25,9.0,22560,64920
69320,10/12/2016 12:00:00 AM,19:15:20,1.27,55,30.46,33,173.35,14.62,22560,64920
69628,10/12/2016 12:00:00 AM,19:20:28,1.26,55,30.47,33,115.2,4.5,22560,64920
69921,10/12/2016 12:00:00 AM,19:25:21,1.24,55,30.47,32,137.91,4.5,22560,64920
70225,10/12/2016 12:00:00 AM,19:30:25,1.24,54,30.47,33,171.83,6.75,22560,64920
70520,10/12/2016 12:00:00 AM,19:35:20,1.26,54,30.47,32,166.11,3.37,22560,64920
70821,10/12/2016 12:00:00 AM,19:40:21,1.28,54,30.47,33,147.46,4.5,22560,64920
71122,10/12/2016 12:00:00 AM,19:45:22,1.23,54,30.47,33,173.93,7.87,22560,64920
71418,10/12/2016 12:00:00 AM,19:50:18,1.24,54,30.47,32,117.87,7.87,22560,64920
71723,10/12/2016 12:00:00 AM,19:55:23,1.27,54,30.48,33,158.71,5.62,22560,64920
72023,10/12/2016 12:00:00 AM,20:00:23,1.25,54,30.48,32,141.23,6.75,22560,64920
72321,10/12/2016 12:00:00 AM,20:05:21,1.25,54,30.48,34,115.17,7.87,22560,64920
72621,10/12/2016 12:00:00 AM,20:10:21,1.23,53,30.48,34,148.35,6.75,22560,64920
72920,10/12/2016 12:00:00 AM,20:15:20,1.24,53,30.48,34,164.89,3.37,22560,64920
73219,10/12/2016 12:00:00 AM,20:20:19,1.25,53,30.48,35,178.22,7.87,22560,64920
73523,10/12/2016 12:00:00 AM,20:25:23,1.24,53,30.49,35,152.22,11.25,22560,64920
73825,10/12/2016 12:00:00 AM,20:30:25,1.22,53,30.49,36,178.89,11.25,22560,64920
74119,10/12/2016 12:00:00 AM,20:35:19,1.23,53,30.49,36,169.24,11.25,22560,64920
74423,10/12/2016 12:00:00 AM,20:40:23,1.24,53,30.49,37,157.59,9.0,22560,64920
74719,10/12/2016 12:00:00 AM,20:45:19,1.24,53,30.49,36,154.31,11.25,22560,64920
75018,10/12/2016 12:00:00 AM,20:50:18,1.25,52,30.49,36,151.76,10.12,22560,64920
75319,10/12/2016 12:00:00 AM,20:55:19,1.26,52,30.49,36,170.09,7.87,22560,64920
75621,10/12/2016 12:00:00 AM,21:00:21,1.23,53,30.49,36,179.44,7.87,22560,64920
75923,10/12/2016 12:00:00 AM,21:05:23,1.24,52,30.49,36,143.0,11.25,22560,64920
76222,10/12/2016 12:00:00 AM,21:10:22,1.25,52,30.49,36,147.73,15.75,22560,64920
76520,10/12/2016 12:00:00 AM,21:15:20,1.22,52,30.49,37,170.47,10.12,22560,64920
76819,10/12/2016 12:00:00 AM,21:20:19,1.27,52,30.49,38,159.51,10.12,22560,64920
77119,10/12/2016 12:00:00 AM,21:25:19,1.24,53,30.49,37,156.83,9.0,22560,64920
77424,10/12/2016 12:00:00 AM,21:30:24,1.23,53,30.49,38,165.74,10.12,22560,64920
77724,10/12/2016 12:00:00 AM,21:35:24,1.27,53,30.49,38,136.94,9.0,22560,64920
78021,10/12/2016 12:00:00 AM,21:40:21,1.22,53,30.5,38,149.75,7.87,22560,64920
78324,10/12/2016 12:00:00 AM,21:45:24,1.24,53,30.5,38,159.61,9.0,22560,64920
78623,10/12/2016 12:00:00 AM,21:50:23,1.28,53,30.5,38,141.73,10.12,22560,64920
78920,10/12/2016 12:00:00 AM,21:55:20,1.24,53,30.5,37,167.08,12.37,22560,64920
79228,10/12/2016 12:00:00 AM,22:00:28,1.24,53,30.5,38,148.56,10.12,22560,64920
79523,10/12/2016 12:00:00 AM,22:05:23,1.23,53,30.5,39,174.04,9.0,22560,64920
79823,10/12/2016 12:00:00 AM,22:10:23,1.24,53,30.5,39,157.15,5.62,22560,64920
80139,10/12/2016 12:00:00 AM,22:15:39,1.27,52,30.5,40,151.62,12.37,22560,64920
80424,10/12/2016 12:00:00 AM,22:20:24,1.22,52,30.5,41,162.05,6.75,22560,64920
80719,10/12/2016 12:00:00 AM,22:25:19,1.22,52,30.5,42,168.79,11.25,22560,64920
81022,10/12/2016 12:00:00 AM,22:30:22,1.23,52,30.5,42,159.74,12.37,22560,64920
81321,10/12/2016 12:00:00 AM,22:35:21,1.21,52,30.49,41,151.89,10.12,22560,64920
81619,10/12/2016 12:00:00 AM,22:40:19,1.27,52,30.49,41,157.03,12.37,22560,64920
81919,10/12/2016 12:00:00 AM,22:45:19,1.24,52,30.49,42,181.09,11.25,22560,64920
82219,10/12/2016 12:00:00 AM,22:50:19,1.23,52,30.49,42,148.05,7.87,22560,64920
82527,10/12/2016 12:00:00 AM,22:55:27,1.28,52,30.49,43,146.58,10.12,22560,64920
82823,10/12/2016 12:00:00 AM,23:00:23,1.26,52,30.49,43,166.02,13.5,22560,64920
83119,10/12/2016 12:00:00 AM,23:05:19,1.25,52,30.49,42,170.57,12.37,22560,64920
83424,10/12/2016 12:00:00 AM,23:10:24,1.25,52,30.49,43,162.87,9.0,22560,64920
83719,10/12/2016 12:00:00 AM,23:15:19,1.25,51,30.49,43,169.72,10.12,22560,64920
84022,10/12/2016 12:00:00 AM,23:20:22,1.24,51,30.49,44,165.92,11.25,22560,64920
84319,10/12/2016 12:00:00 AM,23:25:19,1.24,51,30.49,44,169.96,10.12,22560,64920
84618,10/12/2016 12:00:00 AM,23:30:18,1.22,51,30.49,43,123.63,11.25,22560,64920
84922,10/12/2016 12:00:00 AM,23:35:22,1.23,51,30.49,44,178.37,12.37,22560,64920
85228,10/12/2016 12:00:00 AM,23:40:28,1.26,51,30.49,43,180.72,15.75,22560,64920
85525,10/12/2016 12:00:00 AM,23:45:25,1.25,51,30.49,42,151.11,10.12,22560,64920
85821,10/12/2016 12:00:00 AM,23:50:21,1.25,51,30.49,44,172.52,12.37,22560,64920
86123,10/12/2016 12:00:00 AM,23:55:23,1.25,51,30.49,43,136.55,10.12,22560,64920
23,10/13/2016 12:00:00 AM,00:00:23,1.26,51,30.49,42,151.06,9.0,22620,64860
320,10/13/2016 12:00:00 AM,00:05:20,1.23,51,30.48,42,169.18,14.62,22620,64860
1827,10/13/2016 12:00:00 AM,00:30:27,1.21,51,30.48,44,165.79,11.25,22620,64860
2124,10/13/2016 12:00:00 AM,00:35:24,1.24,51,30.48,44,173.66,11.25,22620,64860
2421,10/13/2016 12:00:00 AM,00:40:21,1.24,51,30.48,44,151.87,12.37,22620,64860
2722,10/13/2016 12:00:00 AM,00:45:22,1.25,51,30.48,44,131.5,12.37,22620,64860
3021,10/13/2016 12:00:00 AM,00:50:21,1.27,51,30.48,44,180.11,11.25,22620,64860
3323,10/13/2016 12:00:00 AM,00:55:23,1.24,51,30.48,44,159.89,12.37,22620,64860
3622,10/13/2016 12:00:00 AM,01:00:22,1.26,51,30.48,44,152.39,10.12,22620,64860
3923,10/13/2016 12:00:00 AM,01:05:23,1.27,51,30.47,44,161.62,10.12,22620,64860
4219,10/13/2016 12:00:00 AM,01:10:19,1.23,51,30.47,44,152.5,12.37,22620,64860
4521,10/13/2016 12:00:00 AM,01:15:21,1.25,50,30.47,44,161.23,10.12,22620,64860
4818,10/13/2016 12:00:00 AM,01:20:18,1.23,50,30.47,45,143.71,7.87,22620,64860
5129,10/13/2016 12:00:00 AM,01:25:29,1.24,50,30.47,45,182.91,9.0,22620,64860
5425,10/13/2016 12:00:00 AM,01:30:25,1.21,50,30.47,46,166.56,6.75,22620,64860
5718,10/13/2016 12:00:00 AM,01:35:18,1.25,50,30.47,46,158.34,9.0,22620,64860
6022,10/13/2016 12:00:00 AM,01:40:22,1.22,50,30.47,47,182.0,10.12,22620,64860
6318,10/13/2016 12:00:00 AM,01:45:18,1.18,49,30.47,47,167.59,9.0,22620,64860
6621,10/13/2016 12:00:00 AM,01:50:21,1.23,49,30.47,47,148.83,10.12,22620,64860
6919,10/13/2016 12:00:00 AM,01:55:19,1.25,49,30.46,46,139.4,9.0,22620,64860
7222,10/13/2016 12:00:00 AM,02:00:22,1.22,49,30.46,47,165.25,7.87,22620,64860
7520,10/13/2016 12:00:00 AM,02:05:20,1.23,49,30.46,47,194.52,6.75,22620,64860
7823,10/13/2016 12:00:00 AM,02:10:23,1.25,49,30.46,48,186.06,6.75,22620,64860
8121,10/13/2016 12:00:00 AM,02:15:21,1.24,49,30.46,48,191.73,6.75,22620,64860
8419,10/13/2016 12:00:00 AM,02:20:19,1.22,49,30.46,48,162.1,7.87,22620,64860
8720,10/13/2016 12:00:00 AM,02:25:20,1.23,48,30.46,48,165.09,7.87,22620,64860
9022,10/13/2016 12:00:00 AM,02:30:22,1.26,48,30.46,48,140.24,7.87,22620,64860
9322,10/13/2016 12:00:00 AM,02:35:22,1.21,48,30.46,49,166.2,5.62,22620,64860
9621,10/13/2016 12:00:00 AM,02:40:21,1.22,48,30.46,49,182.5,7.87,22620,64860
9922,10/13/2016 12:00:00 AM,02:45:22,1.23,48,30.45,49,191.7,7.87,22620,64860
10222,10/13/2016 12:00:00 AM,02:50:22,1.22,48,30.45,49,179.54,6.75,22620,64860
10522,10/13/2016 12:00:00 AM,02:55:22,1.23,48,30.45,49,166.7,6.75,22620,64860
10822,10/13/2016 12:00:00 AM,03:00:22,1.24,48,30.45,50,161.79,7.87,22620,64860
11121,10/13/2016 12:00:00 AM,03:05:21,1.26,47,30.45,50,154.22,7.87,22620,64860
11418,10/13/2016 12:00:00 AM,03:10:18,1.24,47,30.45,50,168.25,6.75,22620,64860
11720,10/13/2016 12:00:00 AM,03:15:20,1.22,47,30.45,50,179.68,7.87,22620,64860
12019,10/13/2016 12:00:00 AM,03:20:19,1.23,47,30.45,50,185.42,6.75,22620,64860
12324,10/13/2016 12:00:00 AM,03:25:24,1.23,47,30.45,49,163.96,6.75,22620,64860
12624,10/13/2016 12:00:00 AM,03:30:24,1.2,47,30.45,50,181.0,9.0,22620,64860
12918,10/13/2016 12:00:00 AM,03:35:18,1.25,47,30.45,50,159.71,10.12,22620,64860
13223,10/13/2016 12:00:00 AM,03:40:23,1.21,47,30.45,50,172.68,6.75,22620,64860
13522,10/13/2016 12:00:00 AM,03:45:22,1.2,47,30.44,50,182.39,6.75,22620,64860
13820,10/13/2016 12:00:00 AM,03:50:20,1.23,47,30.45,49,179.58,5.62,22620,64860
14119,10/13/2016 12:00:00 AM,03:55:19,1.24,47,30.45,49,188.11,5.62,22620,64860
14420,10/13/2016 12:00:00 AM,04:00:20,1.23,47,30.45,49,174.01,6.75,22620,64860
14720,10/13/2016 12:00:00 AM,04:05:20,1.21,47,30.45,49,184.45,6.75,22620,64860
15025,10/13/2016 12:00:00 AM,04:10:25,1.2,47,30.45,49,179.93,5.62,22620,64860
15323,10/13/2016 12:00:00 AM,04:15:23,1.24,47,30.45,49,176.17,7.87,22620,64860
15624,10/13/2016 12:00:00 AM,04:20:24,1.2,47,30.45,48,162.54,6.75,22620,64860
15922,10/13/2016 12:00:00 AM,04:25:22,1.21,47,30.45,48,174.98,7.87,22620,64860
16223,10/13/2016 12:00:00 AM,04:30:23,1.25,48,30.45,48,160.48,9.0,22620,64860
16524,10/13/2016 12:00:00 AM,04:35:24,1.21,48,30.45,47,175.98,7.87,22620,64860
16825,10/13/2016 12:00:00 AM,04:40:25,1.23,48,30.45,47,173.7,6.75,22620,64860
17119,10/13/2016 12:00:00 AM,04:45:19,1.24,48,30.45,47,179.26,5.62,22620,64860
17420,10/13/2016 12:00:00 AM,04:50:20,1.24,48,30.45,46,166.37,7.87,22620,64860
17723,10/13/2016 12:00:00 AM,04:55:23,1.22,48,30.45,46,172.02,7.87,22620,64860
18021,10/13/2016 12:00:00 AM,05:00:21,1.22,48,30.45,46,159.61,9.0,22620,64860
18327,10/13/2016 12:00:00 AM,05:05:27,1.22,48,30.46,46,171.81,9.0,22620,64860
18625,10/13/2016 12:00:00 AM,05:10:25,1.23,48,30.46,46,165.08,10.12,22620,64860
18928,10/13/2016 12:00:00 AM,05:15:28,1.27,48,30.46,46,168.71,6.75,22620,64860
19225,10/13/2016 12:00:00 AM,05:20:25,1.25,48,30.46,46,186.06,6.75,22620,64860
19525,10/13/2016 12:00:00 AM,05:25:25,1.26,48,30.46,46,152.76,6.75,22620,64860
19822,10/13/2016 12:00:00 AM,05:30:22,1.24,48,30.46,47,168.21,13.5,22620,64860
20123,10/13/2016 12:00:00 AM,05:35:23,1.25,48,30.46,47,154.54,6.75,22620,64860
20422,10/13/2016 12:00:00 AM,05:40:22,1.26,48,30.46,46,164.85,9.0,22620,64860
20720,10/13/2016 12:00:00 AM,05:45:20,1.26,48,30.46,46,144.45,11.25,22620,64860
21023,10/13/2016 12:00:00 AM,05:50:23,1.26,48,30.46,47,141.46,11.25,22620,64860
